cik_str,sic,sicDescription
23795,6798,Real Estate Investment Trusts
19614,,
21742,2200,Textile Mill Products
21535,3825,Instruments For Meas & Testing of  Electricity & Elec Signals
21686,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies"
21510,3826,Laboratory Analytical Instruments
21818,,
22082,,
21746,,
23738,4923,Natural Gas Transmisison & Distribution
19552,,
20104,4220,Public Warehousing & Storage
20405,6021,National Commercial Banks
22428,2030,"Canned, Frozen & Preservd Fruit, Veg & Food Specialties"
23968,,
19612,6021,National Commercial Banks
21879,,
22101,0000,
20290,4931,Electric & Other Services Combined
20639,6512,Opeators of  Nonresidential Buildings
22470,3590,Misc Industrial & Commercial Machinery & Equipment
21759,3711,Motor Vehicles & Passenger Car Bodies
22296,3523,Farm Machinery & Equipment
21665,2844,"Perfumes, Cosmetics & Other Toilet Preparations"
19780,,
20447,,
22105,,
22337,1000,Metal Mining
22198,4911,Electric Services
22099,4923,Natural Gas Transmisison & Distribution
23666,2000,Food and Kindred Products
19957,8888,Foreign Governments
19925,,
19722,4813,Telephone Communications (No Radiotelephone)
23997,,
19719,4813,Telephone Communications (No Radiotelephone)
23675,4213,Trucking (No Local)
20286,6331,"Fire, Marine & Casualty Insurance"
20164,6189,Asset-Backed Securities
20762,2911,Petroleum Refining
22633,,
22301,4841,Cable & Other Pay Television Services
22272,6311,Life Insurance
20819,3620,Electrical Industrial Apparatus
24386,,
20171,6331,"Fire, Marine & Casualty Insurance"
21157,3531,Construction Machinery & Equip
22626,6311,Life Insurance
19731,2650,Paperboard Containers & Boxes
20758,,
22229,1311,Crude Petroleum & Natural Gas
22252,3663,Radio & Tv Broadcasting & Communications Equipment
22382,,
20279,4813,Telephone Communications (No Radiotelephone)
20629,2771,Greeting Cards
24217,,
19704,3640,Electric Lighting & Wiring Equipment
19617,6021,National Commercial Banks
20356,2741,Miscellaneous Publishing
20784,3250,Structural Clay Products
22657,,
24008,3537,"Industrial Trucks, Tractors, Trailors & Stackers"
19724,4813,Telephone Communications (No Radiotelephone)
24011,6331,"Fire, Marine & Casualty Insurance"
19744,,
23971,,
19745,4923,Natural Gas Transmisison & Distribution
24071,5045,Wholesale-Computers & Peripheral Equipment & Software
19871,3540,Metalworkg Machinery & Equipment
24055,6500,Real Estate
19855,6532,Real Estate Dealers (For Their Own Account)
21832,,
24073,,
19882,,
23740,0000,
19725,4813,Telephone Communications (No Radiotelephone)
24046,6311,Life Insurance
19660,,
19741,,
24004,6532,Real Estate Dealers (For Their Own Account)
20041,2090,Miscellaneous Food Preparations & Kindred Products
24077,6512,Opeators of  Nonresidential Buildings
20067,4833,Television Broadcasting Stations
24473,2844,"Perfumes, Cosmetics & Other Toilet Preparations"
20191,,
20212,7948,"Services-Racing, Including Track Operation"
20459,7370,"Services-Computer Programming, Data Processing, Etc."
21828,5070,Wholesale-Hardware & Plumbing & Heating Equipment & Supplies
29440,,
29302,7359,"Services-Equipment Rental & Leasing, NEC"
29292,,
29332,2273,Carpets & Rugs
29648,,
29665,,
29617,,
29717,,
24416,,
24104,3270,"Concrete, Gypsum & Plaster Products"
24369,,
24186,4813,Telephone Communications (No Radiotelephone)
30163,6282,Investment Advice
24179,,
30125,,
24461,,
30140,3572,Computer Storage Devices
24363,,
30146,,
24581,6770,Blank Checks
30197,3350,Rolling Drawing & Extruding of  Nonferrous Metals
24545,2082,Malt Beverages
30305,3728,"Aircraft Parts & Auxiliary Equipment, NEC"
24596,3317,Steel Pipe & Tubes
28827,,
29952,3621,Motors & Generators
24240,6141,Personal Credit Institutions
24238,,
29646,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services"
30160,,
24454,3640,Electric Lighting & Wiring Equipment
30389,,
24654,3841,Surgical & Medical Instruments & Apparatus
30158,,
24602,5411,Retail-Grocery Stores
30162,,
24734,5331,Retail-Variety Stores
30167,,
24634,,
30544,,
24651,4922,Natural Gas Transmission
30302,5331,Retail-Variety Stores
24491,3011,Tires & Inner Tubes
30547,2761,Manifold Business Forms
24844,0000,
30568,,
24858,,
28630,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys"
24896,0000,
24924,,
28823,3578,Calculating & Accounting Machines (No Electronic Computers)
29905,3530,"Construction, Mining & Materials Handling Machinery & Equip"
24819,,
24936,,
29780,,
30554,2820,"Plastic Material, Synth Resin/Rubber, Cellulos (No Glass)"
25065,,
28540,,
29989,7311,Services-Advertising Agencies
24741,3357,Drawing & Insulating of  Nonferrous Wire
24906,,
30573,4911,Electric Services
25142,,
28755,5150,Wholesale-Farm Product Raw Materials
29504,6153,Short-Term Business Credit Institutions
32866,1311,Crude Petroleum & Natural Gas
25175,,
30645,5122,"Wholesale-Drugs, Proprietaries & Druggists' Sundries"
25178,,
29442,0000,
30693,,
25118,6311,Life Insurance
25176,,
24751,4923,Natural Gas Transmisison & Distribution
30371,4911,Electric Services
25095,5070,Wholesale-Hardware & Plumbing & Heating Equipment & Supplies
30819,3634,Electric Housewares & Fans
25350,2030,"Canned, Frozen & Preservd Fruit, Veg & Food Specialties"
30625,3561,Pumps & Pumping Equipment
25303,4841,Cable & Other Pay Television Services
29693,2330,"Women's, Misses':  and Juniors Outerwear"
30780,1040,Gold and Silver Ores
25191,6035,"Savings Institution, Federally Chartered"
30419,7310,Services-Advertising
25243,8051,Services-Skilled Nursing Care Facilities
30770,8711,Services-Engineering Services
25373,5812,Retail-Eating  Places
29805,,
30875,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys"
25212,2732,Book Printing
30849,,
25360,3440,Fabricated Structural Metal Products
28761,5090,Wholesale-Misc Durable Goods
30021,2050,Bakery Products
25408,,
25232,6798,Real Estate Investment Trusts
29850,5140,Wholesale-Groceries & Related Products
30841,3825,Instruments For Meas & Testing of  Electricity & Elec Signals
25354,7200,Services-Personal Services
30906,6532,Real Estate Dealers (For Their Own Account)
25500,5411,Retail-Grocery Stores
32621,3651,Household Audio & Video Equipment
25506,3571,Electronic Computers
25551,,
30912,,
25445,3490,Miscellaneous Fabricated Metal Products
30697,5810,Retail-Eating & Drinking Places
25560,,
30892,2750,Commercial Printing
25728,,
29644,3564,Industrial & Commercial Fans & Blowers & Air Purifing Equip
30831,3220,"Glass & Glassware, Pressed or  Blown"
25600,6141,Personal Credit Institutions
28385,4911,Electric Services
28613,3577,"Computer Peripheral Equipment, NEC"
25657,1220,Silver Ores
25305,4841,Cable & Other Pay Television Services
30908,5411,Retail-Grocery Stores
25652,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies"
30828,3663,Radio & Tv Broadcasting & Communications Equipment
25867,,
32703,5900,Retail-Miscellaneous Retail
25885,2911,Petroleum Refining
25757,2860,Industrial Organic Chemicals
28887,3570,Computer & office Equipment
30037,9995,Non-Operating Establishments
25871,5311,Retail-Department Stores
30927,3714,Motor Vehicle Parts & Accessories
25890,3411,Metal Cans
25770,,
28471,,
29533,,
32880,1311,Crude Petroleum & Natural Gas
25598,6141,Personal Credit Institutions
29167,,
29915,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers"
25475,6411,"Insurance Agents, Brokers & Service"
25743,2834,Pharmaceutical Preparations
30913,,
25941,8700,"Services-Engineering, Accounting, Research, Management"
30946,3827,Optical Instruments & Lenses
26049,,
30966,1311,Crude Petroleum & Natural Gas
26035,,
30822,7373,Services-Computer Integrated Systems Design
25944,4911,Electric Services
30985,3564,Industrial & Commercial Fans & Blowers & Air Purifing Equip
26037,,
31079,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies"
26058,3672,Printed Circuit Boards
31008,0000,
26020,7990,Services-Miscellaneous Amusement & Recreation
30859,,
25988,1389,"Oil & Gas Field Services, NEC"
31063,1311,Crude Petroleum & Natural Gas
25895,2211,"Broadwoven Fabric Mills, Cotton"
31053,,
25793,3950,"Pens, Pencils & Other Artists' Materials"
31013,,
26064,,
31080,,
26215,,
29854,2531,Public Bldg & Related Furniture
29853,,
31107,3420,"Cutlery, Handtools & General Hardware"
26261,,
31273,0000,
26093,2100,Tobacco Products
29669,2750,Commercial Printing
31134,,
26285,2030,"Canned, Frozen & Preservd Fruit, Veg & Food Specialties"
31225,,
26172,3510,Engines & Turbines
31264,,
26262,,
28895,7380,Services-Miscellaneous Business Services
30067,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels)
26520,,
31235,3861,Photographic Equipment & Supplies
26256,,
26379,7200,Services-Personal Services
31266,,
26574,0000,
31413,,
26361,3843,Dental Equipment & Supplies
28866,1382,Oil & Gas Field Exploration Services
30092,,
26076,3829,"Measuring & Controlling Devices, NEC"
26577,8880,American Depositary Receipts
32917,,
26617,,
26592,,
28626,3841,Surgical & Medical Instruments & Apparatus
29156,0000,
32689,6189,Asset-Backed Securities
26324,3590,Misc Industrial & Commercial Machinery & Equipment
31277,3590,Misc Industrial & Commercial Machinery & Equipment
26537,3829,"Measuring & Controlling Devices, NEC"
31348,3714,Motor Vehicle Parts & Accessories
26734,,
31438,,
26821,3823,"Industrial Instruments For Measurement, Display, and Control"
29071,1311,Crude Petroleum & Natural Gas
30117,7990,Services-Miscellaneous Amusement & Recreation
26780,3714,Motor Vehicle Parts & Accessories
26738,,
31089,4512,"Air Transportation, Scheduled"
26718,,
31224,4911,Electric Services
26938,5531,Retail-Auto & Home Supply Stores
28871,5141,"Wholesale-Groceries, General Line"
29590,3443,Fabricated Plate Work (Boiler Shops)
29834,1311,Crude Petroleum & Natural Gas
26974,3570,Computer & office Equipment
26782,3825,Instruments For Meas & Testing of  Electricity & Elec Signals
26820,3140,"Footwear, (No Rubber)"
29917,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers"
31364,5912,Retail-Drug Stores and Proprietary Stores
26944,,
31347,3576,Computer Communications Equipment
26851,5331,Retail-Variety Stores
31543,,
26940,3089,"Plastics Products, NEC"
31564,,
26952,,
32896,,
26999,3570,Computer & office Equipment
27048,,
28917,5311,Retail-Department Stores
30088,,
27031,7374,Services-Computer Processing & Data Preparation
26987,3672,Printed Circuit Boards
28742,3845,Electromedical & Electrotherapeutic Apparatus
29476,,
32878,3674,Semiconductors & Related Devices
26990,7371,Services-Computer Programming Services
31660,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies"
27053,5080,"Wholesale-Machinery, Equipment & Supplies"
31462,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics"
27082,3577,"Computer Peripheral Equipment, NEC"
31585,4911,Electric Services
27075,3663,Radio & Tv Broadcasting & Communications Equipment
31561,,
27123,,
31575,5600,Retail-Apparel & Accessory Stores
26994,5961,Retail-Catalog & Mail-Order Houses
29082,7812,Services-Motion Picture & Video Tape Production
30099,3510,Engines & Turbines
27116,3663,Radio & Tv Broadcasting & Communications Equipment
27119,3825,Instruments For Meas & Testing of  Electricity & Elec Signals
31472,,
27099,7374,Services-Computer Processing & Data Preparation
31704,6799,"Investors, NEC"
27135,,
31768,,
27185,,
31825,,
27093,1000,Metal Mining
31862,6799,"Investors, NEC"
27224,,
31710,,
27257,,
29258,6512,Opeators of  Nonresidential Buildings
27313,,
27148,,
31740,,
27156,,
31736,,
27182,,
31667,5190,Wholesale-Miscellaneous Nondurable Goods
27326,5051,Wholesale-Metals Service Centers & of fices
31617,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys"
27399,2721,Periodicals: Publishing or  Publishing & Printing
31898,8880,American Depositary Receipts
27409,4011,"Railroads, Line-Haul Operating"
31857,,
27388,,
32013,3452,"Bolts, Nuts, Screws, Rivets & Washers"
27096,3845,Electromedical & Electrotherapeutic Apparatus
32020,5311,Retail-Department Stores
27360,,
32017,2950,Asphalt Paving & Roofing Materials
27430,4931,Electric & Other Services Combined
31791,3826,Laboratory Analytical Instruments
27425,3490,Miscellaneous Fabricated Metal Products
31974,4922,Natural Gas Transmission
27442,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys"
32015,,
27566,4522,"Air Transportation, Nonscheduled"
29199,,
30156,,
27613,2390,Miscellaneous Fabricated Textile Products
32120,3841,Surgical & Medical Instruments & Apparatus
27367,,
27574,,
32190,4841,Cable & Other Pay Television Services
27448,6510,Real Estate Operators (No Developers) & Lessors
31986,4922,Natural Gas Transmission
27466,6512,Opeators of  Nonresidential Buildings
32232,6799,"Investors, NEC"
27419,5331,Retail-Variety Stores
29924,2711,Newspapers: Publishing or  Publishing & Printing
29233,3669,"Communications Equipment, NEC"
30126,,
27751,2844,"Perfumes, Cosmetics & Other Toilet Preparations"
27803,3532,Mining Machinery & Equip (No Oil & Gas Field Mach & Equip)
29806,3080,Miscellaneous Plastics Products
32284,5651,Retail-Family Clothing Stores
27850,5700,"Retail-Home Furniture, Furnishings & Equipment Stores"
32166,7359,"Services-Equipment Rental & Leasing, NEC"
27673,6153,Short-Term Business Credit Institutions
31978,4911,Electric Services
27879,4931,Electric & Other Services Combined
32251,3661,Telephone & Telegraph Apparatus
27500,2020,Dairy Products
32312,3663,Radio & Tv Broadcasting & Communications Equipment
27904,4512,"Air Transportation, Scheduled"
32272,3679,"Electronic Components, NEC"
27801,,
29269,,
27748,3679,"Electronic Components, NEC"
27960,7389,"Services-Business Services, NEC"
32377,4922,Natural Gas Transmission
27894,6770,Blank Checks
32198,3663,Radio & Tv Broadcasting & Communications Equipment
27937,,
32386,,
27984,6552,Land Subdividers & Developers (No Cemeteries)
32258,7373,Services-Computer Integrated Systems Design
27825,,
32490,,
28051,,
32567,3440,Fabricated Structural Metal Products
28146,2844,"Perfumes, Cosmetics & Other Toilet Preparations"
28582,2851,"Paints, Varnishes, Lacquers, Enamels & Allied Prods"
28412,6021,National Commercial Banks
29322,4899,"Communications Services, NEC"
32346,3560,General Industrial Machinery & Equipment
28221,0000,
27933,0000,
29006,0700,Agricultural Services
30151,,
28209,6021,National Commercial Banks
28238,6798,Real Estate Investment Trusts
28654,,
28729,4813,Telephone Communications (No Radiotelephone)
29415,2080,Beverages
32339,,
28246,2911,Petroleum Refining
28088,,
32604,3600,Electronic & Other Electrical Equipment (No Computer Equip)
28323,3560,General Industrial Machinery & Equipment
32598,,
28365,3669,"Communications Equipment, NEC"
32379,4941,Water Supply
27996,2780,"Blankbooks, Looseleaf Binders & Bookbindg & Relatd Work"
32666,4011,"Railroads, Line-Haul Operating"
28345,2851,"Paints, Varnishes, Lacquers, Enamels & Allied Prods"
32522,7011,Hotels & Motels
28372,2800,Chemicals & Allied Products
32812,,
28154,3843,Dental Equipment & Supplies
32776,6512,Opeators of  Nonresidential Buildings
28367,3670,Electronic Components & Accessories
32763,,
28452,7381,"Services-Detective, Guard & Armored Car Services"
32859,,
28325,5411,Retail-Grocery Stores
32835,,
28262,2451,Mobile Homes
32898,1311,Crude Petroleum & Natural Gas
28601,,
29002,3674,Semiconductors & Related Devices
30137,,
28431,,
28374,4700,Transportation Services
28561,3480,"Ordnance & Accessories, (No Vehicles/Guided Missiles)"
28804,,
29534,5331,Retail-Variety Stores
32870,3089,"Plastics Products, NEC"
36352,6022,State Commercial Banks
36416,6022,State Commercial Banks
36436,,
36377,6022,State Commercial Banks
36438,,
36435,,
36315,6162,Mortgage Bankers & Loan Correspondents
36441,,
36369,6500,Real Estate
36405,,
36447,,
36454,,
36503,,
36545,,
36520,,
36506,6022,State Commercial Banks
36528,,
36522,6022,State Commercial Banks
36510,6021,National Commercial Banks
36090,6021,National Commercial Banks
36104,6021,National Commercial Banks
36537,2870,Agricultural Chemicals
32908,3533,Oil & Gas Field Machinery & Equipment
33015,4923,Natural Gas Transmisison & Distribution
32928,,
37073,,
33061,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys"
36155,,
36937,,
33032,,
37081,,
33002,2761,Manifold Business Forms
33081,3580,Refrigeration & Service Industry Machinery
37093,6022,State Commercial Banks
32931,,
36094,6021,National Commercial Banks
36856,2200,Textile Mill Products
33115,7000,"Hotels, Rooming Houses, Camps & Other Lodging Places"
33073,3089,"Plastics Products, NEC"
37049,6022,State Commercial Banks
33179,,
37577,6311,Life Insurance
33141,,
37248,4931,Electric & Other Services Combined
33121,3490,Miscellaneous Fabricated Metal Products
37115,3823,"Industrial Instruments For Measurement, Display, and Control"
33246,,
37084,,
33213,1311,Crude Petroleum & Natural Gas
37472,2510,Household Furniture
33185,7320,"Services-Consumer Credit Reporting, Collection Agencies"
37481,8200,Services-Educational Services
33250,,
37240,,
33330,,
37525,7389,"Services-Business Services, NEC"
33391,,
37642,,
33325,1311,Crude Petroleum & Natural Gas
37358,2891,Adhesives & Sealants
33448,,
37515,,
33350,,
36170,,
36637,,
33416,6311,Life Insurance
33413,,
37618,,
33113,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies"
